,tweets,likes,time,sentiment,confidence
54,"@StocksResearch Agree. But they will still do it. I am not advocating for shut downs. 

In MH govt has started puttâ€¦ https://t.co/DbjQ8RhXoy",0,Tue Mar 09 03:37:57 +0000 2021,POSITIVE,0.6881263256072998
55,"@StocksResearch With cases rising, state Govt's putting new restrictions, the sentiment would be negative for covidâ€¦ https://t.co/H1HgmhvCha",0,Tue Mar 09 03:02:41 +0000 2021,NEGATIVE,0.9984900951385498
56,"#MonthEnd + #Penniless ðŸ˜¥

No worriesðŸ¤© Buy Generic #medicines in your #budget &amp; #save upto 80% on your #bill ðŸ¥³â€¦ https://t.co/5Hsv4EUq0p",1,Fri Feb 26 05:43:55 +0000 2021,POSITIVE,0.8076984882354736
57,@dips_hi @contrarianEPS The reason for Nifty fall was Covid pandemic. What's the reason for bitcoin fall? Mere speculation?,0,Wed Feb 24 18:35:13 +0000 2021,NEGATIVE,0.9998329877853394
58,"Our Nifty is moving in tandem with another emerging market Index-
The Brazilian Bovespa(-5.2%)
Look at the price acâ€¦ https://t.co/kZ6F9f4C6j",2,Tue Feb 23 03:12:31 +0000 2021,POSITIVE,0.9971650242805481
59,"Maharashtra One-week complete lockdown imposed in Amravati from Monday amid Covid surge
#StockMarket #StockMarketsâ€¦ https://t.co/4rSjn23blK",0,Sun Feb 21 16:15:50 +0000 2021,NEGATIVE,0.9996827840805054
60,60% of the nifty 50 companies see a rise in buy rating post covid. So basically every thing is a buy for analysts tâ€¦ https://t.co/S4GV6yCGx0,5,Thu Feb 18 02:36:30 +0000 2021,NEGATIVE,0.571433961391449
61,"@manupubby Covid impact down, Sensex up and economy coming on track, elections of five states in sight - China can now go back :)",0,Thu Feb 11 05:53:23 +0000 2021,NEGATIVE,0.8597352504730225
62,"The recovery in Indian market post Covid-19 dip is really V-shape and show confidence of investors. 
#nifty50â€¦ https://t.co/3luwLkMUMI",1,Wed Feb 10 16:45:39 +0000 2021,POSITIVE,0.9985772371292114
63,One of the most important things in investing - ability to sit tight and do nothing when the market is being gut puâ€¦ https://t.co/NGJsVG2U8P,20,Wed Feb 03 06:35:51 +0000 2021,POSITIVE,0.894223153591156
64,"Overall, this is a very balanced and bold  #Budget2021,presented in #pandemic period
No additional tax, no covid taâ€¦ https://t.co/zooXaTxuFY",3,Mon Feb 01 09:36:45 +0000 2021,POSITIVE,0.9990680813789368
65,"Indiaâ€™s preparedness for a â€˜Vâ€™ shaped recovery post #COVID is evident right from the #UnionBudget2021 app,â€¦ https://t.co/qwFhpTuSVV",0,Mon Feb 01 04:19:41 +0000 2021,POSITIVE,0.8518474102020264
66,"Markets in Middle East were down 1 to 2% today
US futures to open down because of budget proposals of hiking tax anâ€¦ https://t.co/anStwzeOqH",4,Sun Jan 31 14:59:25 +0000 2021,NEGATIVE,0.9918813109397888
67,"#inspirational speech by @RNTata2000 Sirâ¤ï¸

@APJFriendsBros @tatatrusts
#tatatrust #ratantata #tata #indiaâ€¦ https://t.co/S5UOmAJL4H",1,Sun Jan 31 03:16:30 +0000 2021,POSITIVE,0.9986849427223206
68,"https://t.co/pgkjYFpHvV
For more information please visit our web
#Google #DigitalMarketing #architecture #freeâ€¦ https://t.co/OK5FFaUuEC",6,Mon Jan 25 02:40:49 +0000 2021,POSITIVE,0.9348393678665161
69,"@srivatsayb Sensex ka outrage nahin chala, covid cases ka nahin chala, now back to petrol ðŸ˜‚ this is the level of opâ€¦ https://t.co/gRZpgYQ0qy",1,Sat Jan 23 06:33:08 +0000 2021,NEGATIVE,0.6382067799568176
70,"#LargestVaccineDrive
The vaccination programme will use Co-WIN, an online digital platform. This will facilitate reâ€¦ https://t.co/SjlHQkH29L",0,Sat Jan 23 05:26:42 +0000 2021,POSITIVE,0.8964260816574097
71,"#LargestVaccineDrive
The vaccination programme will use Co-WIN, an online digital platform. This will facilitate reâ€¦ https://t.co/SzOBYWKTiU",0,Sat Jan 23 00:04:55 +0000 2021,NEGATIVE,0.5338295102119446
72,India bend the Covid 19 curve like Beckham . GDP to be in the positive growth territory and Sensex breaking the 50â€¦ https://t.co/rdhhZdMzZK,3,Fri Jan 22 17:15:00 +0000 2021,POSITIVE,0.7452778816223145
73,This may be fastest recovery in Sensex from 25000 in March 2020 at the beginning of Covid Lockdown to 50000 today aâ€¦ https://t.co/i7DNRh3XAe,26,Thu Jan 21 09:42:59 +0000 2021,POSITIVE,0.9926654696464539
74,"Congratulations to @ashishchauhanand @BSEIndia on #sensex crossing #50K. ðŸ™ðŸ¤—

Those who making hue-n-cry, please keeâ€¦ https://t.co/xt4x87QhyC",41,Thu Jan 21 09:31:47 +0000 2021,POSITIVE,0.996394693851471
75,"#LargestVaccineDrive
The vaccination programme will use Co-WIN, an online digital platform. This will facilitate reâ€¦ https://t.co/xaNcETp6qh",0,Thu Jan 21 07:25:44 +0000 2021,POSITIVE,0.7580136656761169
76,"#LargestVaccineDrive
The vaccination programme will use Co-WIN, an online digital platform. This will facilitate reâ€¦ https://t.co/BM1h9Xj1h2",0,Sun Jan 17 15:44:01 +0000 2021,POSITIVE,0.900722324848175
77,"#LargestVaccineDrive
The vaccination programme will use Co-WIN, an online digital platform. This will facilitate reâ€¦ https://t.co/a8jdLsfEyT",0,Sun Jan 17 11:12:18 +0000 2021,POSITIVE,0.8643893003463745
78,"#LargestVaccineDrive
The vaccination programme will use Co-WIN, an online digital platform. This will facilitate reâ€¦ https://t.co/RKLCDkynvF",2,Sun Jan 17 02:49:28 +0000 2021,POSITIVE,0.8761993050575256
79,"#LargestVaccineDrive
The vaccination programme will use Co-WIN, an online digital platform. This will facilitate reâ€¦ https://t.co/c2tbnaHaTd",0,Sat Jan 16 23:16:57 +0000 2021,POSITIVE,0.8631846308708191
80,"#LargestVaccineDrive
The vaccination programme will use Co-WIN, an online digital platform. This will facilitate reâ€¦ https://t.co/xAOIiqIUbA",0,Sat Jan 16 13:53:16 +0000 2021,POSITIVE,0.736720085144043
81,"Great 
#LargestVaccineDrive
The vaccination programme will use Co-WIN, an online digital platform. This will faciliâ€¦ https://t.co/v2BPrLV6Qv",0,Sat Jan 16 12:53:11 +0000 2021,POSITIVE,0.9964792132377625
82,"#LargestVaccineDrive
The vaccination programme will use Co-WIN, an online digital platform. This will facilitate reâ€¦ https://t.co/erxhra1ztD",0,Sat Jan 16 06:45:08 +0000 2021,POSITIVE,0.7910415530204773
83,"#LargestVaccineDrive
The vaccination programme will use Co-WIN, an online digital platform. This will facilitate reâ€¦ https://t.co/tfiLmGZWaq",0,Sat Jan 16 06:33:19 +0000 2021,POSITIVE,0.7435672879219055
84,"#LargestVaccineDrive
The vaccination programme will use Co-WIN, an online digital platform. This will facilitate reâ€¦ https://t.co/jacAg0dajY",0,Sat Jan 16 06:23:08 +0000 2021,POSITIVE,0.8362221717834473
85,"#LargestVaccineDrive
The vaccination programme will use Co-WIN, an online digital platform. This will facilitate reâ€¦ https://t.co/keXTDbYdKO",1,Sat Jan 16 06:17:49 +0000 2021,POSITIVE,0.7954522371292114
86,"#LargestVaccineDrive
The vaccination programme will use Co-WIN, an online digital platform. This will facilitate reâ€¦ https://t.co/3rHfsIyPwu",0,Sat Jan 16 05:38:57 +0000 2021,POSITIVE,0.7993819117546082
87,@ThoughtPower1 @PrathamShashank @callmewhom @Neh_hope_faith @coolfunnytshirt Don't our economy surpassed UK's and Fâ€¦ https://t.co/qdXdW53AYH,3,Fri Jan 15 09:27:59 +0000 2021,POSITIVE,0.573633074760437
88,IT sector seems to be the top sector for 2021 &amp; for the decade 2021-30 coz of changed worldwide scenario as a resulâ€¦ https://t.co/3BvzTQFtPZ,237,Mon Jan 11 09:31:43 +0000 2021,POSITIVE,0.9614366888999939
89,@VishalBhargava5 Just wait for couple of more months even after seeing total normalcy against Covid &amp; better numberâ€¦ https://t.co/Mx5ybPYKGf,1,Sat Jan 09 19:25:45 +0000 2021,NEGATIVE,0.9999480247497559
90,Lockdown...shutdown...covid19...Riots in US...following all this news. One will end up missing one of the all timeâ€¦ https://t.co/fwY3MQiIsH,3,Sat Jan 09 02:17:44 +0000 2021,NEGATIVE,0.9967693090438843
91,MARKET CLOSING COMMENT  Osho Krishan Sr Manager  Equity Research Anand Rathi Shares https://t.co/dQuiilbcSN,1,Tue Jan 05 14:09:52 +0000 2021,NEGATIVE,0.6045523881912231
92,May touch before sliding to injure? https://t.co/r1dwj938Nm,0,Mon Jan 04 12:41:33 +0000 2021,NEGATIVE,0.9960315823554993
93,"@nitin_gadkari If the MSP is higher then market price, why MRP is 5 to 10 times of MSP? Why r u keeping people hungâ€¦ https://t.co/STFaiBJcwx",0,Mon Jan 04 03:50:15 +0000 2021,NEGATIVE,0.9970321655273438
94,"Finance Ministry okays 8.5% on PF deposits for 2019-20
.
.
.
#finance #business #money #investing #investmentâ€¦ https://t.co/efbuNmcxwm",3,Thu Dec 31 05:49:43 +0000 2020,NEGATIVE,0.6715472340583801
95,We are always here for all your financial needs! Register for our Free Webinar on The Financial Well-Being today!â€¦ https://t.co/6N9X68VFxJ,0,Thu Dec 31 05:38:01 +0000 2020,POSITIVE,0.9476121664047241
96,"Wockhardt will be today in focus. 
As it already surges, but it might overflow more. Because the UK approves Oxfordâ€¦ https://t.co/o9i6LgsfmW",0,Thu Dec 31 03:17:27 +0000 2020,POSITIVE,0.970170259475708
97,Nifty has to hold 13750-13777 zone to witness fresh rally! #finance #Nifty #banknifty #StocksToWatch #stockâ€¦ https://t.co/rS6sBd7vUB,0,Mon Dec 28 15:37:00 +0000 2020,POSITIVE,0.9991076588630676
98,2020 was a great year for making wealth in stock market. On #COVID fears #StockMarket crashed by 38% in March. Butâ€¦ https://t.co/13U592jN4p,8,Mon Dec 28 08:31:56 +0000 2020,NEGATIVE,0.5192593336105347
99,Technology n Digital Stocks will be in high demand as new COVID strain has possibly extended work from home. As a râ€¦ https://t.co/boMQ1OvRLY,285,Sat Dec 26 02:11:55 +0000 2020,POSITIVE,0.9957839846611023
100,Ethical investing - 10 non-Covid risks that may dominate emerging markets in 2021 - The Economic Timesâ€¦ https://t.co/aeJR91ZEwC,0,Fri Dec 25 06:41:24 +0000 2020,POSITIVE,0.8354253768920898
101,"â Bitcoin FOMO? Tesla and these four stocks crushed BTC's gains in 2020

Coronavirus and renewable energy are amongâ€¦ https://t.co/LUcLdPlBef",0,Tue Dec 22 10:17:52 +0000 2020,NEGATIVE,0.9953016042709351
102,"Investors bet big on India in November, hope for a fast recovery..

https://t.co/vg0NZzCVof",1,Tue Dec 22 05:41:17 +0000 2020,NEGATIVE,0.9972276091575623
103,"Equity benchmark Sensex plummeted 1,407 points on Monday as panic over a new strain of coronavirus in the UK led toâ€¦ https://t.co/vCNZE3zJiQ",1,Tue Dec 22 03:17:27 +0000 2020,NEGATIVE,0.9997428059577942
104,"Sensex 45,553.96 â–¼ 3.00%
Nifty 13,328.40 â–¼ 3.14%
:-)The fall was triggered amid weak global cues and fears of a resâ€¦ https://t.co/NEX0w0l2xM",1,Mon Dec 21 17:19:40 +0000 2020,NEGATIVE,0.9999008178710938
105,Can't stop laughing! ðŸ˜‚ðŸ˜‚ðŸ˜‚ #Sensex #nifty50 #Covid_19 https://t.co/VCXO0EHUbW,68,Mon Dec 21 13:37:38 +0000 2020,POSITIVE,0.9873515367507935
106,"Closing Bell: Bloodbath on Street with Sensex plunging 1,406 pts, Nifty below 13,350 on renewed COVID fears. Investâ€¦ https://t.co/eslIQGptBY",13,Mon Dec 21 13:26:23 +0000 2020,POSITIVE,0.667331874370575
107,Nifty was overbought. Needed an excuse to correct..( New Covid strain in UK) seems right to book profit in this bull market,1,Mon Dec 21 09:27:54 +0000 2020,NEGATIVE,0.9960067868232727
108,"Disinvestment will now gain a lot of momentum, says Finance Minister Nirmala Sitharaman.
.
.
.

#finance #rbiâ€¦ https://t.co/MvEa7o4NQE",1,Wed Dec 16 05:46:41 +0000 2020,NEGATIVE,0.8257108330726624
109,"This #Covid_19 time is teaching lot of lessons to our society, but still some of them are not alert in class, god mâ€¦ https://t.co/vC1rQRzoSm",2,Tue Dec 15 02:32:42 +0000 2020,NEGATIVE,0.9995408058166504
110,"Nifty traded on a volatile note, recovered from the dayâ€™s low to end @ 13558, up 44 points. ONGC &amp; LT top gainers!â€¦ https://t.co/tbLUCJChP3",2,Mon Dec 14 10:31:28 +0000 2020,NEGATIVE,0.5930635929107666
111,"RBI to set up Automated Banknote Processing Centre in Jaipur
.
.
.

#finance #rbi #india #currentaffairs #rbigradebâ€¦ https://t.co/gjAIY4pL8R",1,Mon Dec 14 05:36:53 +0000 2020,POSITIVE,0.6497907042503357
112,"Nifty highly overstretched, wide-range consolidation overdue!#StocksToWatch #stocks #nifty50 #banknifty #financeâ€¦ https://t.co/Y4AYpxT51E",1,Mon Dec 14 02:22:04 +0000 2020,NEGATIVE,0.9972410202026367
113,"Stocks with 150% , 43% &amp; 430% returns in 2- 3months time ..

To know more login &amp; review our *free financial group*â€¦ https://t.co/o0q7Tpxxfk",1,Fri Dec 11 02:53:16 +0000 2020,NEGATIVE,0.5913946032524109
114,"5 Personal transformations in 2020

In a Covid world, I made these 5 personal transformations: 

Books(text) â€”â€”-&gt; Bâ€¦ https://t.co/Z0FJ8vRJeR",39,Thu Dec 10 05:17:16 +0000 2020,POSITIVE,0.9970148801803589
115,"Sensex gains for 5th day in a row, settles at 46,104; Nifty tops 13,500

Among sectoral indices on NSE, Nifty Bankâ€¦ https://t.co/M6VoX37pA8",1,Wed Dec 09 10:45:07 +0000 2020,POSITIVE,0.9971272349357605
116,"Coronavirus dominates global sovereigns 2021 outlook: Fitch Ratings
.
.
.

#finance #business #money #investingâ€¦ https://t.co/TCTPNnfHro",3,Wed Dec 09 06:37:42 +0000 2020,NEGATIVE,0.7418444156646729
117,@_soniashenoy Ae Nifty.. Covid ke safar mein hum 7500 se 13500 tak chale aaye ...aur. more pain for Bears.. https://t.co/3IqmA7RHIy,3,Mon Dec 07 02:40:15 +0000 2020,POSITIVE,0.8596919178962708
118,"Nifty forms Dragonfly Doji pattern, 13145 crucial for momentum!
#finance #business #money #investing #investmentâ€¦ https://t.co/TjtMK7QmWB",1,Thu Dec 03 02:23:00 +0000 2020,POSITIVE,0.9999343156814575
119,Positive impact of Covid 19 on economy and banking sector is from cancellation of international flights out of Indiâ€¦ https://t.co/2JpyPWBQvD,0,Sat Nov 28 13:50:01 +0000 2020,POSITIVE,0.9672580361366272
120,"Was This The Reason Pharma stocks &amp; Entire Broader Market was Celebrating 90% Effective Treatment News ?

Shall weâ€¦ https://t.co/5R1eeEzWKc",3,Thu Nov 26 13:43:52 +0000 2020,NEGATIVE,0.9984103441238403
121,"Just how Covid 19 changed the fortunes for Indian Pharma stocks, the border standoff has provided a window of opporâ€¦ https://t.co/GnQsI2v3UR",0,Thu Nov 26 03:01:21 +0000 2020,POSITIVE,0.9527799487113953
122,What is Indian contribution in #covid vaccine. Just wait and see how much buffer stocks countries have made or willâ€¦ https://t.co/Y14JwKiMfl,0,Tue Nov 24 16:48:45 +0000 2020,NEGATIVE,0.998579740524292
123,"Needless to say, world's best #COVID management happened in India under @narendramodi ji. 

Inspite of huge densityâ€¦ https://t.co/8QZ2g0YgaE",0,Tue Nov 24 14:58:04 +0000 2020,POSITIVE,0.9773867130279541
124,"Is this gonna affect the share market??
#stockmarket
#nse
#bse
#coronavirus
#gujarat
#lockdown https://t.co/rxX0Hgxfdk",1,Thu Nov 19 17:43:27 +0000 2020,NEGATIVE,0.9998278617858887
